published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2025-03-09,122.0,122.0,122.0,122.0,0.0,37703.0,4599766.0,0
2025-03-12,122.0,122.0,122.0,122.0,0.0,1058548.0,129142856.0,0
2025-03-18,122.0,122.0,122.0,122.0,0.0,37704.0,4599888.0,0
2025-03-24,122.0,122.0,122.0,122.0,0.0,18953.0,2312266.0,0
2025-03-30,122.0,122.0,122.0,122.0,0.0,30000.0,3660000.0,0
2025-04-09,122.0,122.0,122.0,122.0,0.0,8346.0,1018212.0,0
2025-04-30,120.0,120.0,120.0,120.0,-1.64,150000.0,18000000.0,-1
2025-06-09,120.0,120.0,120.0,120.0,0.0,138271.0,12596488.1,0
2025-06-10,120.0,120.0,120.0,120.0,0.0,4927.0,591240.0,0
2025-06-12,120.0,120.0,120.0,120.0,0.0,16023.0,1922760.0,0
2025-06-17,120.0,120.0,120.0,120.0,0.0,96980.0,11637600.0,0
2025-06-18,120.0,120.0,116.0,116.0,-3.33,120993.0,14207810.4,-1
2025-06-19,116.0,116.0,116.0,116.0,0.0,11921.0,1382836.0,0
2025-06-22,113.7,113.7,113.7,113.7,-1.98,30045.0,3416116.5,-1
2025-07-02,114.0,114.0,114.0,114.0,0.26,2500.0,285000.0,1
2025-07-22,114.0,114.0,114.0,114.0,0.0,16000.0,1824000.0,0
2025-07-24,112.0,112.0,112.0,112.0,-1.75,16479.0,1845648.0,-1
2025-07-27,112.0,112.0,112.0,112.0,0.0,3450.0,386400.0,0
2025-07-28,110.0,110.0,110.0,110.0,-1.79,17244.0,1896840.0,-1
2025-08-12,110.0,110.0,110.0,110.0,0.0,10335.0,1136850.0,0
2025-08-13,108.0,108.0,108.0,108.0,-1.82,12000.0,1296000.0,-1
2025-08-14,108.0,108.0,108.0,108.0,0.0,15000.0,1620000.0,0
2025-08-19,106.0,106.0,106.0,106.0,-1.85,5187.0,549822.0,-1
2025-08-24,104.0,104.0,104.0,104.0,-1.89,34490.0,3586960.0,-1
2025-09-03,102.0,102.0,102.0,102.0,-1.92,1922.0,196044.0,-1
2025-09-21,102.0,102.0,102.0,102.0,0.0,7554.0,770508.0,0
2025-11-09,100.0,100.0,100.0,100.0,-1.96,747616.0,74761600.0,-1
2025-12-10,100.0,100.0,100.0,100.0,0.0,21915.0,2191500.0,0
2025-12-14,100.0,100.0,100.0,100.0,0.0,137301.0,13730100.0,0
2025-12-21,100.0,100.0,100.0,100.0,0.0,17245.0,1724500.0,0
2025-12-24,100.0,100.0,100.0,100.0,0.0,23414.0,2341400.0,0
2026-01-13,100.0,100.0,100.0,100.0,0.0,17231.0,1809255.0,0
2026-02-17,100.0,100.0,100.0,100.0,0.0,195382.0,19538200.0,0
2026-02-24,100.0,104.0,100.0,100.0,0.0,468058.0,47951714.0,0
2026-02-25,100.0,100.0,100.0,100.0,0.0,17073.0,1707300.0,0
2026-02-26,100.0,100.0,100.0,100.0,0.0,23846.0,2384600.0,0
2026-03-12,100.0,100.0,100.0,100.0,0.0,20903.0,2090300.0,0
2026-03-16,100.0,100.0,100.0,100.0,0.0,33286.0,3328600.0,0
2026-03-17,100.0,100.0,100.0,100.0,0.0,20000.0,2000000.0,0
2026-04-06,100.0,100.0,100.0,100.0,0.0,19078.0,1907800.0,0
2026-04-07,100.0,100.0,100.0,100.0,0.0,5854.0,585400.0,0
2026-06-09,131.0,131.0,131.0,131.0,0.0,20851.0,2731481.0,0
2026-06-11,131.0,131.0,131.0,131.0,0.0,15000.0,1965000.0,0
2026-06-23,127.1,127.1,127.1,127.1,-2.98,43115.0,5479916.5,-1
2026-07-29,120.8,120.8,120.8,120.8,-4.96,16479.0,1990663.2,-1
2026-07-30,114.8,114.8,111.4,111.4,-7.78,47200.0,5309080.0,-1
2026-07-31,105.9,105.9,104.7,104.7,-6.01,386068.0,40558514.4,-1
2026-08-04,104.7,104.7,104.7,104.7,0.0,11396.0,1193161.2,0
2026-08-06,101.6,101.6,101.6,101.6,-2.96,22018.0,2237028.8,-1
2026-08-13,100.0,100.0,100.0,100.0,-1.57,8622.0,862200.0,0
