published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2025-11-27,1178.1,1178.1,1178.1,1154.6,-1.99,5.0,5773.0,-1
2025-11-30,1154.6,1154.6,1154.6,1142.0,-1.09,5.0,5710.0,-1
2025-12-08,1164.8,1164.8,1164.8,1164.8,2.0,117.0,136281.6,1
2025-12-15,1144.0,1144.0,1144.0,1144.0,-1.79,25.0,28600.0,-1
2025-12-17,1145.0,1150.0,1145.0,1150.0,0.52,60.0,68950.0,1
2025-12-18,1143.0,1143.0,1143.0,1143.0,-0.61,25.0,28575.0,-1
2025-12-21,1165.8,1165.8,1165.8,1165.8,1.99,150.0,174870.0,1
2025-12-23,1160.0,1160.0,1160.0,1160.0,-0.5,25.0,29000.0,-1
2025-12-31,1160.1,1160.1,1156.1,1156.1,-0.34,80.0,92590.5,-1
2026-01-01,1161.0,1161.0,1161.0,1161.0,0.42,30.0,34830.0,1
2026-01-07,1155.1,1155.1,1155.1,1155.1,-0.51,200.0,231020.0,-1
2026-01-12,1150.0,1150.0,1150.0,1150.0,-0.44,25.0,28750.0,-1
2026-01-13,1160.0,1160.0,1160.0,1160.0,0.87,280.0,324800.0,1
2026-01-18,1140.0,1140.0,1140.0,1140.0,-1.72,50.0,57000.0,-1
2026-02-08,1120.0,1120.0,1120.0,1120.0,-1.75,50.0,56000.0,-1
2026-02-11,1118.0,1118.0,1118.0,1118.0,-0.18,25.0,27950.0,-1
2026-02-16,1118.0,1118.0,1118.0,1118.0,0.0,350.0,391300.0,0
2026-02-17,1118.0,1140.0,1118.0,1140.0,1.97,55.0,62150.0,1
2026-03-01,1128.0,1128.0,1128.0,1128.0,-1.05,25.0,28200.0,-1
2026-03-10,1127.0,1127.0,1127.0,1127.0,-0.09,25.0,28175.0,-1
2026-03-12,1149.0,1149.0,1135.0,1135.1,0.72,90.0,102437.5,1
2026-03-16,1135.1,1135.1,1135.1,1135.1,0.0,25.0,28377.5,0
2026-03-22,1157.0,1157.0,1155.0,1155.0,1.75,65.0,75125.0,1
2026-03-24,1140.0,1140.0,1140.0,1140.0,-1.3,25.0,28500.0,-1
2026-03-25,1162.8,1162.8,1162.8,1162.8,2.0,155.0,180234.0,1
2026-03-31,1148.0,1148.0,1148.0,1148.0,-1.27,100.0,114800.0,-1
2026-04-01,1160.0,1170.9,1160.0,1170.9,1.99,305.0,354944.5,1
2026-04-08,1160.1,1160.1,1160.1,1160.1,-0.92,25.0,29002.5,-1
2026-04-16,1142.0,1142.0,1142.0,1142.0,-1.56,25.0,28550.0,-1
2026-04-21,1176.0,1176.0,1176.0,1176.0,2.98,10.0,11760.0,1
2026-04-22,1201.0,1201.0,1201.0,1201.0,2.13,15.0,18015.0,1
2026-04-23,1201.0,1201.0,1100.1,1100.1,-8.4,51.0,56200.9,-1
2026-04-27,1100.1,1100.1,1100.1,1047.0,-4.83,4.0,4188.0,-1
2026-04-30,1078.4,1078.4,1078.4,1078.4,3.0,25.0,26960.0,1
2026-05-13,1110.7,1110.7,1110.7,1110.7,3.0,25.0,27767.5,1
2026-05-21,1120.1,1120.1,1120.1,1120.1,0.85,25.0,28002.5,1
2026-05-22,1131.0,1131.0,1131.0,1131.0,0.97,25.0,28275.0,1
2026-05-25,1132.0,1132.0,1132.0,1132.0,0.09,25.0,28300.0,1
2026-06-04,1155.9,1155.9,1155.9,1155.9,2.11,1062.0,1227565.8,1
2026-06-05,1132.0,1132.0,1132.0,1132.0,-2.07,20.0,22640.0,-1
2026-06-08,1130.0,1130.0,1130.0,1111.6,-1.8,31.0,34919.6,-1
2026-06-09,1130.0,1130.0,1130.0,1125.0,1.21,30.0,33875.0,1
2026-06-15,1125.0,1125.0,1125.0,1125.0,0.0,50.0,56250.0,0
2026-06-16,1125.0,1125.0,1125.0,1125.0,0.0,25.0,28125.0,0
2026-06-22,1114.0,1114.0,1114.0,1114.0,-0.98,50.0,55700.0,-1
2026-06-23,1114.0,1114.0,1114.0,1115.0,0.09,2.0,2230.0,1
2026-07-14,1148.0,1229.0,1144.6,1229.0,10.22,9857.0,11903304.0,1
2026-08-03,1192.2,1192.2,1192.2,1192.2,-2.99,200.0,238440.0,-1
2026-08-05,1190.0,1190.0,1121.0,1087.7,-8.77,125.0,147198.5,-1
2026-08-13,1100.0,1100.0,1100.0,1100.0,1.13,25.0,27500.0,0
